,rank,Youtuber,subscribers,video views,Title,uploads,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings
242,243,Dan Rhodes,24800000,17387583720.0,Dan Rhodes,1644,83000.0,1300000.0,995700.0,15900000.0
243,244,Yuya,24800000,2588501115.0,Yuya,672,84.0,1300.0,1000.0,16100.0
244,245,America's Got Talent,24800000,3699352704.0,America's Got Talent,1894,33600.0,537600.0,403200.0,6500000.0
245,246,mujjuu___14,24800000,14655527943.0,mujjuu___14,872,100100.0,1600000.0,1200000.0,19200000.0
246,247,EminemVEVO,24700000,20531704527.0,EminemVEVO,104,34900.0,557800.0,418300.0,6700000.0
247,248,Chloe Ting,24700000,2994726412.0,Chloe Ting,412,5800.0,93100.0,69800.0,1100000.0
248,249,KatyPerryVEVO,24600000,23755792542.0,KatyPerryVEVO,175,22200.0,355800.0,266800.0,4300000.0
249,250,Mark Rober,24600000,3647987299.0,Mark Rober,120,22200.0,354500.0,265900.0,4300000.0
250,251,1theK (ï¿½ï¿½ï¿½ï¿½ï,24500000,23962070944.0,1theK (ï¿½ï¿½ï¿½ï¿½ï,18950,26400.0,422300.0,316700.0,5100000.0
251,252,Like Nastya AE,24400000,12385924995.0,Like Nastya AE,658,42500.0,679500.0,509600.0,8200000.0
252,253,Amit Bhadana,24300000,2380248899.0,Amit Bhadana,17,0.0,0.02,0.02,0.24
253,254,Pen Movies,24300000,6608773195.0,Pen Movies,1667,23700.0,379400.0,284600.0,4600000.0
254,255,MrBeast en Espaï¿½ï,24200000,2700914170.0,MrBeast en Espaï¿½ï,67,8400.0,134400.0,100800.0,1600000.0
255,256,shfa show India,24200000,15724160183.0,shfa show India,469,37800.0,604800.0,453600.0,7300000.0
256,257,Super JoJo - Nursery Rhymes & Kids Songs,24100000,329774870.0,Super JoJo - Nursery Rhymes & Kids Songs,36,82100.0,1300000.0,985500.0,15800000.0
257,258,Alejo Igoa,24100000,10999000479.0,Alejo Igoa,802,100400.0,1600000.0,1200000.0,19300000.0
258,259,Daniel LaBelle,24100000,12916159065.0,Daniel LaBelle,287,99700.0,1600000.0,1200000.0,19100000.0
259,260,netd mï¿½ï¿,24100000,56106087508.0,netd mï¿½ï¿,23491,106200.0,1700000.0,1300000.0,20400000.0
260,261,DJ Snake,24100000,8425505919.0,DJ Snake,252,15800.0,253200.0,189900.0,3000000.0
261,262,Diana and Roma ARA,24100000,11041261296.0,Diana and Roma ARA,590,16700.0,267500.0,200700.0,3200000.0
262,263,KSI,24100000,6002166932.0,KSI,1252,1400.0,21800.0,16300.0,261100.0
263,264,Spider Slack,24000000,13943030228.0,Spider Slack,901,190400.0,3000000.0,2300000.0,36500000.0
264,265,Goldmines Movies,24000000,5652938599.0,Ti Ti,3,0.0,0.01,0.01,0.14
265,266,Preston,24000000,8279004442.0,Preston,4009,37900.0,606800.0,455100.0,7300000.0
266,267,James Charles,23900000,4067878931.0,James Charles,505,14500.0,232500.0,174400.0,2800000.0
267,268,Collins Key,23900000,6582932625.0,Collins Key,257,2700.0,43400.0,32600.0,520900.0
268,269,Diana and Roma EN,23900000,7213499085.0,Diana and Roma EN,511,44400.0,711100.0,533300.0,8500000.0
269,270,Venus Entertainment,23800000,5663125358.0,Venus Entertainment,70,8.0,127.0,95.0,1500.0
270,271,Troom Troom,23800000,10414479943.0,Troom Troom,2425,24500.0,392200.0,294200.0,4700000.0
271,272,Enrique Iglesias,23800000,17688774915.0,Enrique Iglesias,443,30700.0,491700.0,368700.0,5900000.0
272,273,Ninja,23700000,2543809954.0,Ninja,1732,2100.0,33500.0,25100.0,401700.0
273,274,FaZe Rug,23700000,7451792132.0,FaZeRug,0,0.0,0.0,0.0,0.0
274,275,Mister Max,23700000,15510153803.0,Mister Max,1099,8200.0,131300.0,98400.0,1600000.0
275,276,That Little Puff,23700000,20289689389.0,That Little Puff,769,188800.0,3000000.0,2300000.0,36200000.0
276,277,NickyJamTV,23600000,15901824841.0,NickyJamTV,392,19500.0,311700.0,233800.0,3700000.0
277,278,Juan De Dios Pantoja,23600000,2135644776.0,Juan De Dios Pantoja,226,11700.0,187400.0,140600.0,2200000.0
278,279,Logan Paul,23600000,5994002464.0,Logan Paul,719,2700.0,43200.0,32400.0,518600.0
279,280,Maya and Mary,23600000,6766461070.0,Maya and Mary,552,11100.0,178200.0,133600.0,2100000.0
280,281,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1251,13400.0,214400.0,160800.0,2600000.0
281,282,Jelly,23500000,14777034543.0,Jelly,6066,10400.0,166700.0,125000.0,2000000.0
282,283,Miss Katy,23500000,14696994366.0,Miss Katy,1044,14900.0,238500.0,178900.0,2900000.0
283,284,Tilak,23400000,9465863821.0,Tilak,6672,91800.0,1500000.0,1100000.0,17600000.0
284,285,Valentina Pontes ofc,23400000,7926899136.0,Valentina Pontes ofc,1291,7100.0,113100.0,84900.0,1400000.0
285,286,Sesame Street,23300000,22471357411.0,Sesame Street,3657,31000.0,496700.0,372600.0,6000000.0
286,287,Happy Lives,23200000,2634.0,Happy Lives,1,0.0,0.0,0.0,0.0
287,288,Lady Gaga,23200000,15751661213.0,Lady Gaga,172,35800.0,572700.0,429500.0,6900000.0
288,289,Akshay Nagwadiya,23200000,7966720147.0,Akshay Nagwadiya,595,80300.0,1300000.0,963500.0,15400000.0
289,290,Wave Music Bhojpuri,23100000,12889240875.0,Wave Music Bhojpuri,22578,13200.0,210700.0,158000.0,2500000.0
290,291,GMM GRAMMY OFFICIAL,23100000,25579831081.0,GMM GRAMMY OFFICIAL,15462,32600.0,520900.0,390700.0,6300000.0
291,292,TED,23100000,2551113422.0,TED,4445,3300.0,53000.0,39700.0,635800.0
292,293,unknown boy varun,23100000,9299371231.0,unknown boy varun,456,76000.0,1200000.0,912100.0,14600000.0
293,294,Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Kids TV - Nursery Rhymes And Baby Songs,3781,32100.0,513800.0,385300.0,6200000.0
294,295,Tsuriki Show,23000000,31494513067.0,Tsuriki Show,2905,189200.0,3000000.0,2300000.0,36300000.0
295,296,Technical Guruji,23000000,3378047383.0,Technical Guruji,5041,5600.0,89000.0,66800.0,1100000.0
296,297,DrossRotzank,23000000,6041264489.0,DrossRotzank,1598,8900.0,142200.0,106600.0,1700000.0
297,298,White Hill Music,23000000,10939966484.0,White Hill Music,5718,23300.0,372700.0,279500.0,4500000.0
298,299,Ultra Movie Parlour,22900000,5320485069.0,Ultra Movie Parlour,1670,0.0,0.0,0.0,0.0
299,300,Alan Becker,22900000,5380073627.0,Alan Becker,0,0.0,0.0,0.0,0.0
300,301,toyorbabytv,22900000,16298342829.0,toyorbabytv,1159,42300.0,676200.0,507200.0,8100000.0
301,302,BabyBus - Canciones Infantiles & Videos para Niï¿½ï,22900000,13206471140.0,BabyBus - Canciones Infantiles & Videos paraï¿½,1251,34200.0,547300.0,410500.0,6600000.0
302,303,KL BRO Biju Rithvik,22800000,17988347989.0,KL BRO Biju Rithvik,1841,508100.0,8100000.0,6100000.0,97600000.0
303,304,Vania Mania Kids,22700000,10115316784.0,Vania Mania Kids,985,38800.0,620900.0,465600.0,7500000.0
304,305,Like Nastya PRT,22700000,11568118121.0,Like Nastya PRT,654,24200.0,386500.0,289800.0,4600000.0
305,306,Sun TV,22600000,20847038152.0,Sun TV,60964,245600.0,3900000.0,2900000.0,47100000.0
306,307,Heroindori,22600000,9223534599.0,Heroindori,495,99800.0,1600000.0,1200000.0,19200000.0
307,308,The Chainsmokers,22600000,14231943358.0,The Chainsmokers,180,20400.0,326600.0,245000.0,3900000.0
308,309,mmoshaya,22600000,17507060680.0,mmoshaya,1189,18500.0,295300.0,221500.0,3500000.0
309,310,Sia,22600000,13405849040.0,Sia,171,23800.0,381000.0,285800.0,4600000.0
310,311,LeoNata Family,22600000,27084848152.0,LeoNata Family,2321,293500.0,4700000.0,3500000.0,56300000.0
311,312,Goldmines Cineplex,22500000,2431154438.0,Goldmines Cineplex,3377,12200.0,195000.0,146200.0,2300000.0
312,313,Vlad and Niki Arabic,22500000,10613701948.0,Vlad and Niki Arabic,526,16300.0,260300.0,195200.0,3100000.0
313,314,SSundee,22500000,13835173331.0,SSundee,3315,43800.0,700400.0,525300.0,8400000.0
314,315,Paulo Londra,22400000,8040036209.0,Paulo Londra,58,18100.0,289000.0,216700.0,3500000.0
315,316,Smile Family,22300000,8663830163.0,SMILE Family,34,0.18,3.0,2.0,35.0
316,317,FGTeeV,22300000,24059336857.0,FGTeeV,1724,33000.0,528400.0,396300.0,6300000.0
317,318,Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Kinder Spielzeug Kanal (Kidibli),999,34800.0,557300.0,418000.0,6700000.0
318,319,Charlie Puth,22000000,9924807127.0,Charlie Puth,157,27900.0,446000.0,334500.0,5400000.0
319,320,Vlad and Niki ESP,22000000,8594440895.0,Vlad and Niki ESP,515,46000.0,735500.0,551600.0,8800000.0
320,321,Sagawa /ï¿½ï¿½ï¿½,22000000,18347969186.0,Sagawa /ï¿½ï¿½ï¿½,6274,177800.0,2800000.0,2100000.0,34100000.0
321,322,Ben Azelart,21900000,4454917643.0,Ben Azelart,301,46200.0,739800.0,554800.0,8900000.0
322,323,Zach Choi ASMR,21900000,5918314128.0,Zach Choi ASMR,946,58600.0,936900.0,702700.0,11200000.0
323,324,Topper Guild,21900000,15552070846.0,Topper Guild,816,171800.0,2700000.0,2100000.0,33000000.0
324,325,Disney Latinoamï¿½ï¿½,21900000,20657571751.0,disneylatinoamerica,116,1.0,19.0,14.0,227.0
325,326,Stokes Twins,21800000,4469711607.0,Stokes Twins,257,49500.0,791800.0,593900.0,9500000.0
326,327,National Geographic,21800000,5614621131.0,National Geographic,10162,11500.0,183200.0,137400.0,2200000.0
327,328,Dua Lipa,21800000,11288359365.0,Dua Lipa,164,32000.0,512200.0,384100.0,6100000.0
328,329,OneDirectionVEVO,21800000,12140232004.0,OneDirectionVEVO,266,12800.0,204500.0,153400.0,2500000.0
329,330,Rotana,21800000,19329351143.0,rotana5018,135,3.0,42.0,32.0,507.0
330,331,Netflix India,21800000,7780934187.0,NETFLIX INDIA,1,0.0,0.0,0.0,0.0
331,332,Sourav Joshi Vlogs,21700000,9392093496.0,Sourav Joshi Vlogs,1390,66300.0,1100000.0,796000.0,12700000.0
332,333,ZAMZAM ELECTRONICS TRADING,21700000,8507818877.0,ZAMZAM ELECTRONICS TRADING,15126,399600.0,6400000.0,4800000.0,76700000.0
333,334,DUDU e CAROL,21600000,9597894786.0,DUDU e CAROL,2942,48300.0,772700.0,579500.0,9300000.0
334,335,Village Cooking Channel,21600000,5863377051.0,Village Cooking Channel,219,48700.0,778400.0,583800.0,9300000.0
335,336,Eva Bravo Play,21600000,9346383505.0,Eva Bravo Play,228,16000.0,255700.0,191800.0,3100000.0
336,337,Tekashi 6ix9ine,21500000,5890180734.0,Tekashi 6ix9ine,51,28400.0,454200.0,340600.0,5400000.0
337,338,Tlnovelas,21500000,15013096899.0,tlnovelas,158,4.0,62.0,46.0,742.0
338,339,SMOL,21500000,22065582014.0,Claudio,6,0.0,0.01,0.01,0.14
339,340,invictor,21500000,8409641722.0,INVICTOR,17,0.01,0.2,0.15,2.0
340,341,YOLO,21400000,1573058816.0,YOLO,0,0.0,0.0,0.0,0.0
341,342,Sidhu Moose Wala,21400000,6264261757.0,Sidhu Moose Wala,114,40200.0,642800.0,482100.0,7700000.0
342,343,The Royalty Family,21300000,6269945014.0,The Royalty Family,733,40100.0,640900.0,480700.0,7700000.0
343,344,Becky G,21300000,10644857969.0,Becky G,78,25800.0,412700.0,309500.0,5000000.0
344,345,Ishaan Ali 11,21300000,12761253839.0,Ishaan Ali 11,951,182400.0,2900000.0,2200000.0,35000000.0
345,346,Infinite,21300000,5141834668.0,Infinite,1608,17100.0,273400.0,205100.0,3300000.0
346,347,Azhan5star,21300000,10047736580.0,Azhan5star,669,59100.0,945200.0,708900.0,11300000.0
347,348,Dangal TV Channel,21300000,12895427184.0,Dangal TV Channel,20225,140300.0,2200000.0,1700000.0,26900000.0
348,349,Khan GS Research Centre,21200000,2073073070.0,KHAN GS RESEARCH CENTRE,1,0.0,0.0,0.0,0.0
349,350,GMA Public  Affairs,21200000,11364908616.0,GMA Public  Affairs,31989,35600.0,569300.0,427000.0,6800000.0
350,351,Tasty,21100000,5783557209.0,Tasty,4728,6200.0,98800.0,74100.0,1200000.0
351,352,Baim Paula,21100000,4526271677.0,Baim Paula,2325,6700.0,107900.0,80900.0,1300000.0
352,353,nigahiga,21000000,4380564906.0,nigahiga,403,619.0,9900.0,7400.0,118900.0
353,354,Rafa & Luiz,21000000,7762905663.0,Rafa & Luiz,2883,29600.0,473600.0,355200.0,5700000.0
354,355,Lyrical Lemonade,21000000,10631638628.0,Lyrical Lemonade,420,20000.0,320200.0,240200.0,3800000.0
355,356,Vlad and Niki IDN,21000000,9789121606.0,Vlad and Niki IDN,498,33300.0,533400.0,400100.0,6400000.0
356,357,Dr. Vivek Bindra: Motivational Speaker,20900000,1693149479.0,Dr. Vivek Bindra: Motivational Speaker,896,7100.0,114400.0,85800.0,1400000.0
357,358,Fatos Desconhecidos,20900000,3828000587.0,Fatos Desconhecidos,6262,13100.0,209300.0,157000.0,2500000.0
358,359,Brave Wilderness,20900000,4927879069.0,Brave Wilderness,982,0.0,0.0,0.0,0.0
359,360,LIV Crime,20900000,11058049885.0,LIV Crime,9850,95900.0,1500000.0,1200000.0,18400000.0
360,361,Minecraft - Topic,20900000,0.0,Minecraft - Topic,0,0.0,0.0,0.0,0.0
361,362,Romeo Santos,20900000,17324976752.0,RomeoSantos,6,0.02,0.4,0.3,5.0
362,363,Canal Canalha,20800000,1870608170.0,Canal Canalha,288,6000.0,95600.0,71700.0,1100000.0
363,364,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,20800000,2378448129.0,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,7300.0,117100.0,87800.0,1400000.0
364,365,Yoeslan,20700000,17963202261.0,Yoeslan,619,218700.0,3500000.0,2600000.0,42000000.0
365,366,5-Minute Crafts DIY,20700000,5091618606.0,5-Minute Crafts DIY,5062,5000.0,80000.0,60000.0,960600.0
366,367,Zach King,20700000,5410164682.0,Zach King,6,0.03,0.5,0.38,6.0
367,368,tuzelity SHUFFLE,20700000,8658941531.0,tuzelity SHUFFLE,889,138100.0,2200000.0,1700000.0,26500000.0
368,369,NBA,20700000,12624879732.0,NBA,47926,18300.0,292100.0,219100.0,3500000.0
369,370,Deddy Corbuzier,20600000,4956090094.0,deddycorbuzier,15,0.02,0.34,0.26,4.0
370,371,Bizarrap,20600000,7657171980.0,Bizarrap,83,48300.0,772700.0,579500.0,9300000.0
371,372,Avicii,20600000,10292874715.0,Avicii,156,20300.0,324900.0,243700.0,3900000.0
372,373,Mnet K-POP,20500000,15038593883.0,Mnet K-POP,33229,39600.0,634200.0,475600.0,7600000.0
373,374,LazarBeam,20500000,8768697257.0,LazarBeam,1323,6500.0,104300.0,78200.0,1300000.0
374,375,Ninja Kidz TV,20500000,11009148579.0,Ninja Kidz TV,296,48800.0,780800.0,585600.0,9400000.0
375,376,Totoy kids - Portuguï¿½,20400000,1796227417.0,Totoy kids - Portuguï¿½,206,9900.0,158000.0,118500.0,1900000.0
376,377,Jake Paul,20400000,7311322368.0,Jake Paul,1006,3700.0,58600.0,43900.0,703000.0
377,378,Linkin Park,20400000,13397000296.0,linkinpark,0,0.0,0.0,0.0,0.0
378,379,Vijay Television,20400000,29406206620.0,Vijay Television,51515,226900.0,3600000.0,2700000.0,43600000.0
379,380,SlivkiShow,20400000,4707412332.0,SlivkiShow,462,7200.0,116000.0,87000.0,1400000.0
380,381,Emiway Bantai,20400000,3579555124.0,Emiway Bantai,239,10300.0,165200.0,123900.0,2000000.0
381,382,Got Talent Global,20300000,2441288701.0,Got Talent Global,1245,21600.0,345800.0,259400.0,4100000.0
382,383,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,20300000,11022391339.0,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,17900.0,287100.0,215300.0,3400000.0
383,384,BabyBus - Cerita & Lagu Anak-anak,20300000,11819051552.0,BabyBus - Cerita & Lagu Anak-anak,875,28200.0,451100.0,338300.0,5400000.0
384,385,Ami Rodriguez,20200000,2951914200.0,Ami Rodriguez,460,66000.0,1100000.0,791600.0,12700000.0
385,386,Noor Stars,20200000,2764127969.0,Noor Stars,693,3900.0,62200.0,46700.0,746700.0
386,387,Family GamesTV,20200000,7066711323.0,FamilyGamesTV,0,0.0,0.0,0.0,0.0
387,388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246.0,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,28400.0,453700.0,340300.0,5400000.0
388,389,dednahype,20200000,20919403720.0,dednahype,1935,311200.0,5000000.0,3700000.0,59800000.0
389,390,Marta and Rustam,20200000,19694265358.0,Marta and Rustam,761,113100.0,1800000.0,1400000.0,21700000.0
390,391,MiawAug,20200000,6098644584.0,MiawAug,3713,16100.0,258000.0,193500.0,3100000.0
391,392,CookieSwirlC,20100000,23353115850.0,CookieSwirlC,3774,55400.0,886800.0,665100.0,10600000.0
392,393,Skrillex,20100000,6618524158.0,Skrillex,241,6300.0,101100.0,75800.0,1200000.0
393,394,AuthenticGames,20100000,8920141342.0,AuthenticGames,4974,1400.0,21700.0,16300.0,260200.0
394,395,Robin Hood Gamer,20100000,10366850490.0,Homem Aranha player,0,0.0,0.0,0.0,0.0
395,396,Pencilmation,20100000,11317309935.0,Pencilmation,1481,3700.0,59400.0,44600.0,713400.0
396,397,7clouds,20100000,14816075927.0,7clouds,2384,69200.0,1100000.0,830300.0,13300000.0
397,398,5-Minute Crafts PLAY,20100000,6119294270.0,5-Minute Crafts PLAY,5491,26400.0,423100.0,317400.0,5100000.0
398,399,Marvel Entertainment,20100000,5634695322.0,MarvelEntertainment,1,0.02,0.25,0.19,3.0
399,400,BuzzFeedVideo,20100000,17913237851.0,BuzzFeedVideo,7737,2300.0,36400.0,27300.0,437400.0
400,401,REACT,20000000,13154314376.0,REACT,4339,5800.0,92800.0,69600.0,1100000.0
401,402,Vevo,20000000,559765455.0,Vevo,1527,333.0,5300.0,4000.0,63900.0
402,403,Gordon Ramsay,20000000,3875172235.0,Gordon Ramsay,1527,9800.0,156900.0,117700.0,1900000.0
403,404,Pentatonix,20000000,6033295543.0,pentatonix,1,0.0,0.0,0.0,0.0
404,405,Green Gold TV - Official Channel,20000000,9715291883.0,Green Gold TV - Official Channel,1476,0.0,0.0,0.0,0.0
405,406,Gusttavo Lima Oficial,19900000,13917423958.0,Gusttavo Lima Oficial,416,53700.0,859200.0,644400.0,10300000.0
406,407,HaerteTest,19800000,3234880084.0,HaerteTest,1411,1400.0,22600.0,17000.0,271200.0
407,408,Crafty Panda,19800000,5759442450.0,Crafty Panda,760,1500.0,24500.0,18400.0,294600.0
408,409,SOMOY TV,19800000,12293479945.0,TIME NEWS,9930,4.0,65.0,49.0,779.0
409,410,JennaMarbles,19700000,1803249241.0,JennaMarbles,250,942.0,15100.0,11300.0,180900.0
410,411,Troom Troom Es,19700000,7452667615.0,Troom Troom Es,2912,7300.0,117500.0,88200.0,1400000.0
411,412,Official Pink Panther,19700000,10955619815.0,OfficialPinkPanther,1,0.0,0.0,0.0,0.0
412,413,Britain's Got Talent,19700000,11323617496.0,Britain's Got Talent,4225,13500.0,216800.0,162600.0,2600000.0
413,414,SCTV,19700000,9808676159.0,SCTV,267,0.08,1.0,1.0,16.0
414,415,AS Gaming,19600000,2851024430.0,ASGaming,17,0.01,0.09,0.07,1.0
415,416,Sony AATH,19600000,13930021471.0,Sony AATH,18661,68600.0,1100000.0,822600.0,13200000.0
416,417,tabii Urdu,19600000,8779729549.0,tabii Urdu,1306,27700.0,443200.0,332400.0,5300000.0
417,418,DaFuq!?Boom!,19600000,7906181776.0,DaFuq!?Boom!,214,576000.0,9200000.0,6900000.0,110600000.0
418,419,Clash of Clans,19600000,3961318438.0,Clash of Clans,674,5600.0,89200.0,66900.0,1100000.0
419,420,RKD Studios,19500000,5234251168.0,RKD Studios,847,0.0,0.0,0.0,0.0
420,421,DLS News,19400000,2255542592.0,DLS News,4750,8000.0,128400.0,96300.0,1500000.0
421,422,JukiLop,19400000,1577859332.0,JukiLop,85,595.0,9500.0,7100.0,114300.0
422,423,etvteluguindia,19400000,23038014291.0,etvteluguindia,125974,68200.0,1100000.0,818800.0,13100000.0
423,424,FIFA,19400000,5529131886.0,FIFA,10728,14700.0,235500.0,176600.0,2800000.0
424,425,Manoj  parihar,19300000,264228052.0,Manoj  parihar,335,9300.0,148700.0,111500.0,1800000.0
425,426,Vsauce,19300000,2897907132.0,Vsauce,462,17400.0,278500.0,208800.0,3300000.0
426,427,Unbox Therapy,19300000,4508184467.0,Unbox Therapy,2175,4200.0,66900.0,50200.0,802500.0
427,428,shane,19200000,4329121104.0,shane,570,683.0,10900.0,8200.0,131100.0
428,429,Sonotek,19200000,7590582024.0,Sonotek,8285,7200.0,114700.0,86000.0,1400000.0
429,430,Jimmy Kimmel Live,19100000,13124645973.0,Jimmy Kimmel Live,6526,4300.0,69000.0,51700.0,827600.0
430,431,TheOdd1sOut,19100000,4566120190.0,TheOdd1sOut,139,7700.0,123900.0,93000.0,1500000.0
431,432,Goldmines Great Indian Comedy,19100000,5194942269.0,Goldmines Great Indian Comedy,2948,16500.0,263700.0,197800.0,3200000.0
432,433,Lil Nas X,19100000,6339584661.0,Lil Nas X,37,11500.0,184800.0,138600.0,2200000.0
433,434,ýýýýýýýýýýýýýý ýýýý,19000000,4924054368.0,ýýýýýýýýýýýýýý ýýýý,60,5400.0,86300.0,64800.0,1000000.0
434,435,SUPER SLICK SLIME SAM,19000000,7229175322.0,SUPER SLICK SLIME SAM,903,30800.0,493400.0,370000.0,5900000.0
435,436,Wow Kidz Action,19000000,8281724393.0,Wow Kidz Action,1525,26400.0,422800.0,317100.0,5100000.0
436,437,Turma da Mï¿½ï¿½,19000000,13824277846.0,Turma da Mï¿½ï¿½,1154,19200.0,307600.0,230700.0,3700000.0
437,438,Calvin Harris,19000000,16014044618.0,Calvin Harris,79,25600.0,409600.0,307200.0,4900000.0
438,439,KBS WORLD TV,19000000,15126092508.0,KBS WORLD TV,64496,27000.0,432000.0,324000.0,5200000.0
439,440,HiMan,18900000,2855519150.0,HiMan,375,6100.0,98300.0,73700.0,1200000.0
440,441,Masha e o Urso,18900000,8301731337.0,Masha e o Urso,0,0.0,0.0,0.0,0.0
441,442,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,18900000,9813245108.0,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,719,35100.0,561600.0,421200.0,6700000.0
442,443,TED-Ed,18800000,3654621568.0,TED-Ed,2072,7500.0,119500.0,89600.0,1400000.0
443,444,Sidemen,18800000,5257834105.0,Sidemen,312,19500.0,312600.0,234500.0,3800000.0
444,445,Cardi B,18800000,7634430188.0,Cardi B,9,0.0,0.03,0.02,0.34
445,446,Busy Fun Ltd,18800000,7762077012.0,TG MAYANK YT,2,0.0,0.0,0.0,0.0
446,447,Farruko,18800000,9573641299.0,Farruko,217,24400.0,391000.0,293300.0,4700000.0
447,448,ýýýýýýýýýýýýýýýýýýýýýý,18800000,9594188708.0,ýýýýýýýýýýýýýýýýýýýýýý,530,17000.0,272000.0,204000.0,3300000.0
448,449,Triggered Insaan,18800000,3276891538.0,Triggered Insaan,304,27300.0,436100.0,327100.0,5200000.0
449,450,CKN,18700000,12295637162.0,cKn,16,0.03,0.41,0.31,5.0
450,451,Ali-A,18700000,6148303268.0,ali-a,2,0.0,0.0,0.0,0.05
451,452,Shemaroo Comedy,18600000,6047584292.0,Shemaroo Comedy,4487,25600.0,409700.0,307300.0,4900000.0
452,453,Smile Family Spanish,18600000,7008250496.0,Smile Family Spanish,457,10800.0,173600.0,130200.0,2100000.0
453,454,GRAMMY GOLD OFFICIAL,18600000,20196704276.0,GRAMMY GOLD OFFICIAL,6287,42100.0,674400.0,505800.0,8100000.0
454,455,ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games Network,18600000,8761255550.0,ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games ýýý,6289,10800.0,172000.0,129000.0,2100000.0
455,456,Dan-Sa / Daniel Saboya,18500000,2908120896.0,Dan-Sa / Daniel Saboya,1329,0.0,0.0,0.0,0.0
456,457,Marmok,18500000,3457618361.0,Marmok,374,9600.0,153100.0,114800.0,1800000.0
457,458,The ACE Family,18500000,4558380251.0,The ACE Family,712,709.0,11300.0,8500.0,136100.0
458,459,Like Nastya Vlog,18500000,8147575884.0,Like Nastya Vlog,493,12200.0,195800.0,146800.0,2300000.0
459,460,Willie Salim,18500000,4051072188.0,Willie Salim,679,49300.0,789500.0,592100.0,9500000.0
460,461,PDK Films,18400000,4120324310.0,PDK Films,111,3600.0,57700.0,43300.0,692600.0
461,462,TheWillyrex,18400000,7038827526.0,TheWillyrex,6943,2800.0,44000.0,33000.0,528200.0
462,463,RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,18400000,11544297793.0,RsiamMusic : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,3159,13500.0,216500.0,162400.0,2600000.0
463,464,Dhar Mann,18400000,11280732382.0,Alejandro Basalo,0,0.0,0.0,0.0,0.0
464,465,shakiraVEVO,18400000,25367126292.0,shakiraVEVO,197,66800.0,1100000.0,801400.0,12800000.0
465,466,Naisa Alifia Yuriza (N.A.Y),18300000,1606834186.0,Naisa Alifia Yuriza (N.A.Y),786,4300.0,68300.0,51200.0,819000.0
466,467,Miley Cyrus,18300000,7760819588.0,Miley Cyrus,142,32000.0,511900.0,383900.0,6100000.0
467,468,IShowSpeed,18300000,1556003039.0,IShowSpeed,1324,35100.0,561000.0,420800.0,6700000.0
468,469,Good Mythical Morning,18300000,8798044678.0,Goodmythicalmorning,0,0.0,0.0,0.0,0.0
469,470,Bobby chourasiya,18200000,9937823152.0,Bobby chourasiya,442,117000.0,1900000.0,1400000.0,22500000.0
470,471,INCRï¿½ï¿,18200000,3213324455.0,INCRï¿½ï¿,6903,4500.0,72200.0,54100.0,866200.0
471,472,Jake Fellman,18100000,13378360425.0,Jake Fellman,420,124300.0,2000000.0,1500000.0,23900000.0
472,473,GEN HALILINTAR,18100000,3306242674.0,GEN HALILINTAR,1037,6800.0,109200.0,81900.0,1300000.0
473,474,SQUEEZIE,18100000,9983065083.0,SQUEEZIE,1521,12000.0,192400.0,144300.0,2300000.0
474,475,Blippi - Educational Videos for Kids,18100000,14857290259.0,Blippi - Educational Videos for Kids,707,45100.0,721600.0,541200.0,8700000.0
475,476,officialpsy,18100000,10703830496.0,officialpsy,131,16200.0,260000.0,195000.0,3100000.0
476,477,Ajay Sharma,18100000,12249828886.0,Ajay Sharma,0,0.0,0.0,0.0,0.0
477,478,Manual do Mundo,18000000,3980991248.0,Manual do Mundo,2470,13700.0,219100.0,164300.0,2600000.0
478,479,How Ridiculous,18000000,9601137077.0,How Ridiculous,650,97800.0,1600000.0,1200000.0,18800000.0
479,480,And TV,18000000,15412333005.0,ANDtv,45,0.0,0.02,0.01,0.19
480,481,Sebastiï¿½ï¿½ï¿½,18000000,10463166404.0,Sebastiï¿½ï¿½ï¿½,237,27700.0,443100.0,332300.0,5300000.0
